project_name,team_name,description,github_url,track_name,technologies,team_members,demo_url,video_url
Otic CertiChain,Team_32496,"Fake or unverifiable certificates are a widespread problem in Africa, slowing down hiring and damaging trust between employers, institutions, and job seekers. Otic provides a tamper-proof, blockchain-powered credential verification system built on Hedera. Institutions issue certificates as NFTs, learners store them in their wallets, and employers verify authenticity instantly. This creates trust, reduces fraud, and helps skilled professionals showcase their verified achievements worldwide.",,DLT for Operations,"Crypto / Web3SocialEducationHedera, 3, 2",,,
VBS Protocol,Team_32495,"Vital Block Security (VBS) is a blockchain-focused security infrastructure provider specializing in AI-enhanced solutions to: - Audit smart contracts and blockchain protocols - Perform decentralized, privacy-preserving E-KYC identity verification - Strengthen overall Web3 security and governance (vital-block-security.gitbook.io, IQ.wiki)",https://github.com/Vital-block,AI & DePIN,,,,
Betedra,Team_32494,"Join the thrill of on-chain gaming — powered by HBAR. Place your bets, test your predictions, and win with provable fairness secured on Hedera. Betedra is a fast, arcade-style dapp on Hedera that lets anyone play two simple games: - Prediction: every 5 minutes, pick whether the HBAR/USDC price will go UP or DOWN (settled with Pyth data). - Lotto: buy entries for a provably fair draw and win shared jackpots.",https://github.com/Betedra,DLT for Operations,Crypto / Web3GameFiHedera,,,https://www.youtube.com/watch?v=5TK9cmWY2Eo
AgriToken,Team_32478,"AgriToken is a Hedera-powered platform that tokenizes farms into fractional digital shares, giving global investors access to Africa’s agriculture. It provides farmers with affordable funding while ensuring transparent profit distribution via smart contracts. Problem: Small-scale farmers in Africa often lack access to affordable credit or investment, making it hard to buy seeds, equipment, or expand their farms. Traditional banks require collateral they don’t have.",https://github.com/Tuskid/AgriToken.git,Onchain Finance & Real-World Assets (RWA),"Crypto / Web3Token Economics InnovationRWAHedera, 2",,https://agritoken-tokenized-farming.created.app/,
Biosecure blockchain solutions,Team_32469,"BioSecure is our homegrown solution that bridges health and technology. We all know how frustrating it is when hospital records get lost, test results are delayed, or patients don’t have a reliable history to show. BioSecure steps in to solve this problem by using blockchain technology to keep medical records safe, transparent, and accessible anytime. With BioSecure, patients remain in control of their health data, doctors can access accurate information instantly, and hospitals save time and...",https://github.com/Biosecurehq,DLT for Operations,1,,https://biosecure.replit.app/,https://youtube.com/shorts/PGNgBipDvAQ?si=lMrZNOOPuhKr0fFo
VerifiedCC,Team_32467,"VerifiedCC is a ""Trust as a Service"" platform designed for the modern energy market. It is a full-stack dApp that provides an end-to-end solution for the verification and monetization of clean energy. How It Works: 1. Data Ingestion: Our lightweight software connector integrates directly with an Independent Power Producer's (IPP) existing SCADA system to capture real-time energy production data. For the hackathon PoC, we use our own ESP32-based hardware reference connector.",,DLT for Operations,"Crypto / Web3Infra / APIDePINRWAHederaGuardian, 5",,https://verifiedcc.vercel.app/,
traffic detection,Team_32466,"- Traffic congestion wastes time, fuel, and money. - Existing traffic apps (Google Maps, Waze) are centralized — they control the data, algorithms, and user incentives. - Data quality is often opaque: you can’t verify if predictions are accurate or manipulated. A Web3-powered decentralized traffic prediction system that: 1. Collects real-time traffic data from drivers, IoT sensors, and public transport APIs.",,DLT for Operations,AI / Robotics,,,
Cal3ndar.gg,Team_32462,"CAL3NDAR is a player-first AI agent designed to make sure you never miss the best events happening across Web3 gaming — from airdrops and tournaments to quests and playtests. Powered by the infrastructure of Cal3ndar.gg, it lives on X (Twitter) and responds to tags, mentions, and DMs to help users: - Discover top events across gaming and DeFi (airdrops, mints, launches)",https://github.com/kevelop-inc,Immersive Experience,"Crypto / Web3GameFiCrypto-AICrypto Adoption, 1, 8",,,https://www.youtube.com/watch?v=8ygGCE_mBp8
AfriBloc,Team_32461,"Africa’s fastest-growing cities—Lagos, Nairobi, Johannesburg—sit at the intersection of rapid population growth, accelerating urbanization, and a chronic undersupply of quality rentals. Demand spans short-stay, mid-term corporate, and extended-stay family housing, yet access for everyday and cross-border investors remains constrained by high ticket sizes, operational complexity, and trust gaps. AfriBloc turns that imbalance into a clear entry point: fractional ownership from $25, professional...",https://github.com/AfriBloc,Onchain Finance & Real-World Assets (RWA),"Crypto / Web3RWAHedera, 1",,,https://www.youtube.com/watch?v=zLw6hdMrFzI
Tokenomia,Team_32460,"This Buidl, will act as a web 3 school for growth.",,DLT for Operations,"Crypto / Web3Education, 1",,,
CrediProof — Tokenized Invoices (HCS Audit + HTS Settlement),Team_32456,"CrediProof turns invoices into verifiable on‑chain receivables on Hedera. We hash a structured invoice JSON and anchor it to Hedera Consensus Service (HCS) for an immutable, timestamped record; then we use Hedera Token Service (HTS) to mint a fungible token for the face value, transfer it to the buyer/financer, settle by transferring back, and burn it to reduce total supply.",https://github.com/TheodorNEngoy/crediproof-hedera-starter,Onchain Finance & Real-World Assets (RWA),"1, 2",,,https://www.youtube.com/watch?v=AgHRwYOuuTc
PensionCalc,Team_32438,"PensionCalc is a simple yet powerful pension savings calculator designed to promote financial literacy and retirement planning among young professionals and workers. Many individuals struggle to understand how consistent contributions, compound returns, and time horizon affect their future pension savings. PensionCalc solves this by providing an interactive tool where users can input: - Monthly/annual contributions",,DLT for Operations,Crypto / Web3Hedera,,,
xNG Markets,Team_32416,,https://github.com/xNGmarkets,Onchain Finance & Real-World Assets (RWA),"Crypto / Web3RWAHedera, 1",,,
Silver Umbrella Ventures (SUV),Team_32409,"Silver Umbrella Ventures (SUV) is building a DePIN-powered hybrid network that combines rural Wi-Fi access points with community gaming hubs to solve poor internet access which has resulted in digital exclusion and youth idleness in underserved Nigerian communities. Problem We Solve: 70+ million Nigerians in rural areas lack reliable and affordable internet. Youths lack safe, structured digital spaces for recreation, thus fueling idleness and crime.",,DLT for Operations,Other,,https://silver-umbrella-connect.lovable.app/,
Patent Hash,Team_32402,"Patenting today is slow, expensive and inaccessible for many creators. Patent Hash leverages Distributed Ledger Technology to streamline and modernize the process. By recording claims on blockchain, we ensure immutable, transparent and cost-efficient proof of ownership that eliminates delays, reduces legal overhead and secures intellectual property at creation. AI-powered analysis further enhances operations by assessing uniqueness, prior art and potential value, giving inventors rapid insigh...",,AI & DePIN,1,,https://patenthash.vercel.app/,
AI-Powered DSP Hearing Aid,Team_32385,"Problem: Over 430 million people worldwide suffer from disabling hearing loss. Traditional hearing aids often amplify all sounds, including unwanted background noise, which makes conversations unclear and exhausting. Solution: ClearHear uses Digital Signal Processing (DSP) to intelligently: - Capture sound through a microphone. - Filter out unwanted background noise. - Enhance and amplify speech frequencies (300 Hz – 3400 Hz).",https://github.com/sunil-si16/hearingaid,DLT for Operations,AI / Robotics,,,https://youtu.be/Qot87Gob2ZY?si=SFGZJoSsLM5UWLrD
Web3,Team_32266,"I'm developing a Web3 platform that fuses AI and crypto to create a decentralized, intelligent ecosystem. The goal is to empower users with data ownership, smart automation, and secure, tokenized interaction Whether it’s for healthcare, finance, or logistics, the platform uses AI to analyze and automate, while blockchain ensures trust and transparency. It’s built for scalability, accessibility, and long-term impact in emerging digital economies",,AI & DePIN,Crypto / Web3Crypto-AI,,,
Fics Creative Engagement Token,Team_32163,"Tokenized Loyalty & Engagement Program: Traditional loyalty points (likes, shares, etc.) don’t convert well to long-term customer value. Proposed solution is to Launch a Fics Creative Engagement Token. Clients will reward users/customers for interacting with their brand (sharing, buying, posting reviews). Tokens can be redeemed for discounts, digital assets, or even traded.",,Onchain Finance & Real-World Assets (RWA),"Crypto / Web3NFTCreator EconomyCrypto Adoption, 1",,,
Carbonledger,Team_32139,"Project Name: CarbonLedger Tagline: Transparent Carbon Markets, Powered by Hedera Overview CarbonLedger is a decentralized application (dApp) built on the Hedera Hashgraph network that revolutionizes the carbon credit market by leveraging blockchain technology to solve critical issues like opacity, inefficiency, fraud, and lack of accessibility. It enables the tokenization, trading, and retirement of carbon credits in a transparent, secure, and scalable manner.",,Onchain Finance & Real-World Assets (RWA),"Other, 1",,,
DeST,Team_32113,"Project Name: DeST Protocol Project Description: DeST Protocol is a decentralized, onchain-based savings and thrift platform designed to modernize traditional community savings systems like Ajo, Esusu, and Adashe. Built on the Lisk blockchain, DeST leverages smart contracts to automate contributions, enforce transparent fund distribution, and eliminate intermediaries, enabling communities to save collectively with trust and efficiency.",https://github.com/faytey/DeST,Onchain Finance & Real-World Assets (RWA),2,,https://dest-onchain.vercel.app/,https://youtu.be/XRY9KRtF1MM
